Source,Chart Type,Song Chart or Album Chart?,Chart Name,URL,URL 2 (shazam: 20160228; radio callouts - most recent Thursday: m%2Fd%2Fyyyy),URL 3,Login Username,Login Password,Note,Chart Name 2
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/cr/daily/latest,,,,,,CR
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/cz/daily/latest,,,,,,CZ
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/do/daily/latest,,,,,,DO
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/ec/daily/latest,,,,,,EC
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/sv/daily/latest,,,,,,SV
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/ee/daily/latest,,,,,,EE
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/fi/daily/latest,,,,,,FI
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/gt/daily/latest,,,,,,GT
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/hn/daily/latest,,,,,,HN
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/hk/daily/latest,,,,,,HK
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/hu/daily/latest,,,,,,HU
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/is/daily/latest,,,,,,IS
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/it/daily/latest,,,,,,IT
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/lv/daily/latest,,,,,,LV
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/lt/daily/latest,,,,,,LT
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/lu/daily/latest,,,,,,LU
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/my/daily/latest,,,,,,MY
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/mt/daily/latest,,,,,,MT
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/mx/daily/latest,,,,,,MX
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/nl/daily/latest,,,,,,NL
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/nz/daily/latest,,,,,,NZ
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/ni/daily/latest,,,,,,NI
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/no/daily/latest,,,,,,NO
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/pa/daily/latest,,,,,,PA
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/py/daily/latest,,,,,,PY
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/pe/daily/latest,,,,,,PE
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/ph/daily/latest,,,,,,PH
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/pl/daily/latest,,,,,,PL
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/pt/daily/latest,,,,,,PT
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/sg/daily/latest,,,,,,SG
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/sk/daily/latest,,,,,,SK
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/se/daily/latest,,,,,,SE
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/ch/daily/latest,,,,,,CH
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/tw/daily/latest,,,,,,TW
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/tr/daily/latest,,,,,,TR
Spotify Charts Website,Spotify,Song,Viral,https://spotifycharts.com/regional/uy/daily/latest,,,,,,UY
